City_ID,City,country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Cabo San Lucas,MX,22.89,-109.91,77.0,95,100,1.99,overcast clouds
1,Alofi,NU,-19.06,-169.92,75.2,94,0,5.82,clear sky
2,Mataura,NZ,-46.19,168.86,48.99,93,87,0.67,overcast clouds
3,Ulladulla,AU,-35.35,150.47,57.2,47,90,18.34,overcast clouds
4,Wahpeton,US,46.27,-96.61,69.8,88,1,5.82,clear sky
5,Punta Arenas,CL,-53.15,-70.92,42.8,75,75,17.22,broken clouds
6,Hilo,US,19.73,-155.09,75.2,88,90,2.68,overcast clouds
7,Hualmay,PE,-11.1,-77.61,60.1,81,100,5.41,overcast clouds
8,Albany,US,42.6,-73.97,62.01,73,0,2.77,clear sky
9,Laureles,US,26.11,-97.49,82.99,78,1,8.05,clear sky
10,Tessalit,ML,20.2,1.01,97.7,12,0,11.36,clear sky
11,Myanaung,MM,18.28,95.32,82.17,81,92,7.05,overcast clouds
12,Tasiilaq,GL,65.61,-37.64,39.2,93,0,3.65,clear sky
13,Sesheke,ZM,-17.48,24.3,62.6,55,0,3.36,clear sky
14,Yellowknife,CA,62.46,-114.35,46.4,87,5,8.05,clear sky
15,Nome,US,64.5,-165.41,50.0,93,1,3.36,clear sky
16,Vaini,TO,-21.2,-175.2,75.2,94,75,5.82,broken clouds
17,Narsaq,GL,60.92,-46.05,44.6,70,0,3.36,clear sky
18,Ushuaia,AR,-54.8,-68.3,41.0,80,75,6.15,broken clouds
19,Chokurdakh,RU,70.63,147.92,42.51,66,100,5.46,overcast clouds
20,Nikolskoye,RU,59.7,30.79,73.99,53,0,4.47,clear sky
21,Carauari,BR,-4.88,-66.9,77.52,62,34,0.98,scattered clouds
22,Mount Isa,AU,-20.73,139.5,78.8,11,3,10.29,clear sky
23,Port Alfred,ZA,-33.59,26.89,62.04,65,9,6.73,clear sky
24,Babu,CN,24.42,111.52,92.03,54,37,0.92,scattered clouds
25,Jamestown,US,42.1,-79.24,57.2,87,1,3.87,clear sky
26,Barraute,CA,48.43,-77.63,55.4,100,90,2.24,overcast clouds
27,East London,ZA,-33.02,27.91,66.2,48,3,9.17,clear sky
28,Whitianga,NZ,-36.83,175.7,55.0,93,5,5.01,clear sky
29,Frutal,BR,-20.02,-48.94,60.6,67,10,8.43,clear sky
30,Batagay-Alyta,RU,67.8,130.41,47.75,52,95,8.52,overcast clouds
31,Port Blair,IN,11.67,92.75,85.98,69,90,12.75,overcast clouds
32,Chuchkovo,RU,54.27,41.45,63.81,55,0,5.99,clear sky
33,San Andres,CO,12.58,-81.7,78.8,88,90,2.24,overcast clouds
34,Qianan,CN,44.99,124.06,76.42,32,0,3.33,clear sky
35,Praia Da Vitoria,PT,38.73,-27.07,66.2,100,90,12.17,light intensity drizzle
36,Puerto Ayora,EC,-0.74,-90.35,66.0,88,50,5.01,scattered clouds
37,Jizan,SA,17.33,42.67,96.8,63,20,4.7,few clouds
38,Rikitea,PF,-23.12,-134.97,65.98,75,100,23.29,overcast clouds
39,Dingle,PH,11.0,122.67,85.32,78,98,6.98,light rain
40,Castro,BR,-24.79,-50.01,44.74,96,100,6.24,light rain
41,Esperance,AU,-33.87,121.9,55.4,82,75,12.75,broken clouds
42,Hithadhoo,MV,-0.6,73.08,83.53,76,46,11.88,scattered clouds
43,Busselton,AU,-33.65,115.33,64.0,44,100,2.17,overcast clouds
44,Bredasdorp,ZA,-34.53,20.04,59.0,87,45,3.36,scattered clouds
45,Lagoa,PT,39.05,-27.98,68.56,69,93,9.75,overcast clouds
46,Faya,SA,18.39,42.45,84.2,15,54,6.93,broken clouds
47,Dikson,RU,73.51,80.55,48.02,69,0,19.86,clear sky
48,Chapais,CA,49.78,-74.85,50.0,100,90,1.7,fog
49,Atuona,PF,-9.8,-139.03,79.12,77,6,19.93,clear sky
50,Khatanga,RU,71.97,102.5,58.84,43,0,16.73,clear sky
51,Victoria,HK,22.29,114.16,89.01,70,100,8.99,overcast clouds
52,Cape Town,ZA,-33.93,18.42,64.99,93,0,1.12,clear sky
53,Talnakh,RU,69.49,88.4,71.6,40,12,11.18,few clouds
54,Monrovia,LR,6.3,-10.8,75.2,94,75,10.0,broken clouds
55,Kariba,ZW,-16.52,28.8,74.64,53,0,9.93,clear sky
56,Portland,US,45.52,-122.68,70.0,77,90,4.7,light rain
57,Mehamn,NO,71.04,27.85,51.8,76,51,5.82,broken clouds
58,Aljezur,PT,37.32,-8.8,73.0,81,99,0.67,overcast clouds
59,Guerrero Negro,MX,27.98,-114.06,76.44,69,100,5.73,overcast clouds
60,Mulki,IN,13.1,74.8,82.4,88,75,9.17,mist
61,Kaitangata,NZ,-46.28,169.85,46.99,82,97,1.99,overcast clouds
62,Kapaa,US,22.08,-159.32,80.6,69,75,12.75,broken clouds
63,San Patricio,MX,19.22,-104.7,76.39,85,99,3.02,overcast clouds
64,Saint Anthony,US,45.02,-93.22,71.6,77,1,5.82,clear sky
65,Svetlogorsk,BY,52.63,29.73,64.9,83,97,6.67,light rain
66,Mahebourg,MU,-20.41,57.7,77.0,53,75,12.75,broken clouds
67,Barrow,US,71.29,-156.79,42.8,93,75,6.93,broken clouds
68,Saint-Philippe,RE,-21.36,55.77,78.8,57,36,18.34,scattered clouds
69,Cidreira,BR,-30.18,-50.21,45.21,70,10,9.28,clear sky
70,Hermanus,ZA,-34.42,19.23,59.0,80,9,4.0,clear sky
71,Goderich,CA,43.75,-81.72,70.0,76,95,12.62,overcast clouds
72,Avarua,CK,-21.21,-159.78,75.2,88,0,18.34,clear sky
73,Lebu,CL,-37.62,-73.65,47.86,81,0,14.43,clear sky
74,Klaksvik,FO,62.23,-6.59,57.2,87,75,12.75,broken clouds
75,Arraial Do Cabo,BR,-22.97,-42.03,67.44,85,100,20.92,overcast clouds
76,Oktyabrskiy,RU,54.48,53.47,56.17,85,100,9.33,overcast clouds
77,Kruisfontein,ZA,-34.0,24.73,64.0,63,0,1.99,clear sky
78,San Quintin,MX,30.48,-115.95,74.26,77,3,4.63,clear sky
79,Flin Flon,CA,54.77,-101.86,57.72,67,40,5.91,scattered clouds
80,Soyo,AO,-6.13,12.37,77.0,78,75,3.36,broken clouds
81,Teguise,ES,29.06,-13.56,73.4,83,20,11.41,few clouds
82,Ostersund,SE,63.18,14.64,62.6,77,4,11.41,clear sky
83,Dunedin,NZ,-45.87,170.5,48.99,90,100,1.01,overcast clouds
84,Butaritari,KI,3.07,172.79,82.72,70,72,10.2,broken clouds
85,Aracati,BR,-4.56,-37.77,71.92,87,35,6.51,scattered clouds
86,Lesnyye Polyany,RU,55.97,37.87,68.0,45,0,2.24,clear sky
87,Deputatskiy,RU,69.3,139.9,37.62,90,99,5.01,overcast clouds
88,Alto Longa,BR,-5.25,-42.21,72.55,81,19,3.13,few clouds
89,Samarai,PG,-10.62,150.67,76.75,80,0,10.13,clear sky
90,Torbay,CA,47.67,-52.73,59.0,87,5,20.8,clear sky
91,Bethel,US,41.37,-73.41,60.01,93,1,2.89,clear sky
92,Rawson,AR,-43.3,-65.1,46.56,56,0,5.57,clear sky
93,Ponta Do Sol,PT,32.67,-17.1,73.4,83,75,9.17,broken clouds
94,Clyde River,CA,70.47,-68.59,42.53,91,92,7.74,overcast clouds
95,Hondo,JP,32.45,130.2,89.6,52,75,14.99,shower rain
96,Lazaro Cardenas,MX,17.96,-102.2,78.51,87,94,4.52,moderate rain
97,Coihaique,CL,-45.58,-72.07,37.4,93,15,8.05,few clouds
98,Tiarei,PF,-17.53,-149.33,75.2,83,75,6.93,shower rain
99,Bengkulu,ID,-3.8,102.27,86.0,66,12,6.91,few clouds
100,Buala,SB,-8.14,159.59,82.81,71,44,2.26,scattered clouds
101,Katsuura,JP,35.13,140.3,91.99,66,20,18.34,few clouds
102,Namwala,ZM,-15.75,26.44,76.15,45,0,9.55,clear sky
103,Dubrovka,RU,53.69,33.51,57.2,76,75,4.47,broken clouds
104,Hazleton,US,40.96,-75.97,62.6,77,1,3.11,clear sky
105,Komsomolskiy,UZ,40.43,71.72,86.0,30,0,6.93,clear sky
106,Mar Del Plata,AR,-38.0,-57.56,48.99,74,0,6.93,clear sky
107,Hobart,AU,-42.88,147.33,44.6,70,40,4.7,scattered clouds
108,Soloneshnoye,RU,51.65,84.32,76.33,28,98,13.33,overcast clouds
109,Talcahuano,CL,-36.72,-73.12,48.2,87,0,9.17,clear sky
110,Carutapera,BR,-1.2,-46.02,75.43,90,100,5.3,overcast clouds
111,Asau,RO,46.43,26.4,79.0,62,12,1.5,few clouds
112,Bluff,NZ,-46.6,168.33,48.0,93,84,4.45,broken clouds
113,Sumenep,ID,-7.02,113.87,85.19,59,0,15.05,clear sky
114,Seoul,KR,37.57,126.98,86.0,74,90,2.17,overcast clouds
115,Kavieng,PG,-2.57,150.8,83.64,72,71,7.29,broken clouds
116,Itoman,JP,26.12,127.67,91.4,70,20,14.99,shower rain
117,Sungaipenuh,ID,-2.08,101.38,76.01,82,65,1.21,moderate rain
118,Kuytun,RU,54.34,101.5,70.25,52,100,7.65,overcast clouds
119,Broken Hill,AU,-31.95,141.43,59.0,41,75,27.51,broken clouds
120,Chuy,UY,-33.7,-53.46,36.45,81,0,9.24,clear sky
121,Kahului,US,20.89,-156.47,80.6,65,20,16.11,few clouds
122,Grand-Santi,GF,4.25,-54.38,69.8,96,52,2.26,broken clouds
123,Haines Junction,CA,60.75,-137.51,51.12,81,100,3.13,overcast clouds
124,Severo-Kurilsk,RU,50.68,156.12,52.66,81,15,15.99,few clouds
125,Horsham,GB,51.06,-0.33,68.0,72,75,18.34,light rain
126,Eltham,NZ,-39.43,174.3,52.0,88,16,7.0,light rain
127,Moroni,KM,-11.7,43.26,82.4,58,40,9.17,scattered clouds
128,Sitka,US,57.05,-135.33,62.6,63,20,6.93,few clouds
129,Puerto Ayacucho,VE,5.66,-67.62,74.44,94,100,7.67,moderate rain
130,Longyearbyen,SJ,78.22,15.64,43.83,68,49,4.38,scattered clouds
131,Ahipara,NZ,-35.17,173.17,57.13,84,0,12.91,light rain
132,Bubaque,GW,11.28,-15.83,77.32,90,100,22.21,heavy intensity rain
133,Gizo,SB,-8.1,156.84,83.59,73,14,6.15,few clouds
134,Ribeira Grande,PT,38.52,-28.7,66.2,88,40,5.82,scattered clouds
135,Coquimbo,CL,-29.95,-71.34,48.2,100,0,4.7,clear sky
136,Iqaluit,CA,63.75,-68.51,44.6,93,75,2.24,broken clouds
137,Khor,RU,47.89,134.95,70.39,78,0,7.11,clear sky
138,Piacabucu,BR,-10.41,-36.43,73.69,90,41,8.95,light rain
139,Broome,US,42.25,-75.83,62.6,72,1,6.93,clear sky
140,Daniel Flores,CR,9.34,-83.67,69.78,83,99,1.77,light rain
141,Leningradskiy,RU,69.38,178.42,41.47,88,100,6.11,overcast clouds
142,Granja,BR,-3.12,-40.83,68.68,96,80,4.18,broken clouds
143,Grindavik,IS,63.84,-22.43,50.0,81,32,5.82,scattered clouds
144,Hasaki,JP,35.73,140.83,91.99,70,20,11.41,few clouds
145,Beloha,MG,-25.17,45.05,69.21,68,99,10.29,overcast clouds
146,Port Lincoln,AU,-34.73,135.87,51.6,62,37,22.01,scattered clouds
147,Vestmannaeyjar,IS,63.44,-20.27,48.2,87,40,3.36,scattered clouds
148,Sao Filipe,CV,14.9,-24.5,76.21,78,100,4.65,overcast clouds
149,Manado,ID,1.49,124.85,91.4,55,20,9.17,few clouds
150,Khash,IR,28.22,61.22,99.68,8,0,8.9,clear sky
151,Lata,PT,40.16,-8.33,69.01,89,72,0.94,broken clouds
152,Nalut,LY,30.33,10.85,87.76,33,0,12.57,clear sky
153,Svetlaya,RU,46.54,138.33,71.94,56,0,3.74,clear sky
154,Birjand,IR,32.87,59.22,93.2,8,0,13.87,clear sky
155,Padang,ID,-0.95,100.35,85.19,71,22,4.36,moderate rain
156,Chirongui,YT,-12.93,45.15,82.4,65,40,8.05,scattered clouds
157,Geraldton,AU,-28.77,114.6,66.2,68,100,8.05,overcast clouds
158,El Tigre,VE,8.89,-64.25,74.75,92,41,5.21,scattered clouds
159,Mishan,CN,45.55,131.88,71.67,65,0,4.81,clear sky
160,Norman Wells,CA,65.28,-126.83,50.0,76,20,5.82,few clouds
161,Altotting,DE,48.23,12.68,80.01,90,0,1.95,clear sky
162,Yerbogachen,RU,61.28,108.01,70.41,54,35,8.23,light rain
163,Yelizovo,RU,53.19,158.38,62.6,55,40,4.47,scattered clouds
164,Kavaratti,IN,10.57,72.64,86.0,79,90,5.82,overcast clouds
165,Port Elizabeth,ZA,-33.92,25.57,62.6,72,20,5.82,few clouds
166,Upernavik,GL,72.79,-56.15,44.47,72,94,3.31,overcast clouds
167,Gigmoto,PH,13.78,124.39,86.54,69,100,7.38,overcast clouds
168,Kirakira,SB,-10.45,161.92,80.87,75,19,2.46,few clouds
169,New Norfolk,AU,-42.78,147.06,44.01,85,75,2.95,light rain
170,Puteyets,RU,65.17,57.09,56.71,78,100,10.71,overcast clouds
171,Rosarito,MX,32.33,-117.03,73.0,88,1,1.77,clear sky
172,Caravelas,BR,-17.71,-39.25,67.73,92,0,2.89,clear sky
173,Amapa,BR,1.0,-52.0,68.38,98,17,1.61,few clouds
174,Lorengau,PG,-2.02,147.27,83.61,73,26,9.04,scattered clouds
175,Dukat,RU,62.55,155.55,40.14,94,100,12.01,light rain
176,Tiksi,RU,71.69,128.87,40.05,82,80,9.84,broken clouds
177,Azle,US,32.9,-97.55,78.8,64,1,6.93,clear sky
178,Thompson,CA,55.74,-97.86,50.0,93,5,4.7,clear sky
179,Ilulissat,GL,69.22,-51.1,37.4,74,0,5.03,clear sky
180,Mareeba,AU,-17.0,145.43,78.8,57,0,8.05,clear sky
181,Constitucion,CL,-35.33,-72.42,50.04,81,0,4.94,clear sky
182,Latung,PH,5.5,120.88,84.92,68,1,6.64,clear sky
183,Pasighat,IN,28.07,95.33,85.91,72,38,3.53,light rain
184,Cape Canaveral,US,28.41,-80.6,77.0,94,40,6.93,scattered clouds
185,Senneterre,CA,48.38,-77.23,55.4,100,90,2.75,overcast clouds
186,Fortuna,US,40.6,-124.16,61.0,94,0,2.35,clear sky
187,Mulchen,CL,-37.72,-72.23,39.61,88,0,3.87,clear sky
188,Harper,LR,4.38,-7.72,75.24,86,100,8.57,light rain
189,Saldanha,ZA,-33.01,17.94,50.0,93,0,2.24,clear sky
190,Silver City,US,32.77,-108.28,69.8,49,1,16.11,clear sky
191,Egvekinot,RU,66.32,-179.17,47.28,90,97,7.47,overcast clouds
192,Qaanaaq,GL,77.48,-69.36,39.79,87,100,9.84,overcast clouds
193,Ostrovnoy,RU,68.05,39.51,59.76,80,85,6.2,overcast clouds
194,Santa Isabel,BR,-23.32,-46.22,53.6,93,90,2.24,light rain
195,Half Moon Bay,US,37.46,-122.43,63.0,93,90,5.82,mist
196,Birao,CF,10.28,22.79,83.53,73,65,1.43,broken clouds
197,Namibe,AO,-15.2,12.15,66.2,82,100,8.05,overcast clouds
198,Bambous Virieux,MU,-20.34,57.76,78.01,53,75,12.75,broken clouds
199,Araouane,ML,18.9,-3.53,95.11,30,20,7.61,few clouds
200,Aksaray,TR,38.37,34.03,73.4,49,40,3.36,scattered clouds
201,Charters Towers,AU,-20.1,146.27,69.55,24,21,4.81,few clouds
202,Wick,GB,58.43,-3.08,57.2,100,90,18.34,fog
203,Akyab,MM,20.15,92.9,82.49,82,100,9.13,light rain
204,Henties Bay,NA,-22.12,14.28,63.0,63,0,1.01,clear sky
205,Hervey Bay,AU,-25.3,152.85,69.8,37,0,13.87,clear sky
206,Coahuayana,MX,18.73,-103.68,76.57,86,24,2.77,few clouds
207,Paamiut,GL,61.99,-49.67,44.38,78,8,2.62,clear sky
208,Soledar,UA,48.68,38.09,77.34,40,94,5.61,overcast clouds
209,Bolobo,CD,-2.17,16.23,80.56,60,100,4.18,overcast clouds
210,Sioux Lookout,CA,50.1,-91.92,59.0,93,5,4.7,clear sky
211,Cap Malheureux,MU,-19.98,57.61,78.01,51,44,11.99,scattered clouds
212,Tuktoyaktuk,CA,69.45,-133.04,50.74,75,92,3.71,overcast clouds
213,Burnie,AU,-41.07,145.92,44.01,75,100,3.0,light rain
214,Atambua,ID,-9.11,124.89,81.07,50,0,1.7,clear sky
215,Nanortalik,GL,60.14,-45.24,44.94,69,0,7.18,clear sky
216,Tura,IN,25.52,90.22,81.79,85,76,4.59,light rain
217,Serpa,PT,37.95,-7.6,69.8,94,75,5.82,broken clouds
218,Lompoc,US,34.64,-120.46,57.99,87,90,1.81,overcast clouds
219,Provideniya,RU,64.38,-173.3,49.12,85,58,5.57,broken clouds
220,Bosaso,SO,11.28,49.18,96.8,41,88,26.4,overcast clouds
221,Chegdomyn,RU,51.12,133.02,69.84,56,50,5.88,scattered clouds
222,Ancud,CL,-41.87,-73.82,42.01,100,90,6.93,overcast clouds
223,Zhigansk,RU,66.77,123.37,51.73,46,0,16.78,clear sky
224,Mount Gambier,AU,-37.83,140.77,44.6,87,40,13.87,light intensity shower rain
225,Cherskiy,RU,68.75,161.3,41.02,68,100,16.71,overcast clouds
226,Nageshwari,BD,25.94,89.71,84.92,75,75,2.06,light rain
227,Hidalgo,MX,20.5,-99.0,57.25,95,100,1.32,overcast clouds
228,Anadyr,RU,64.75,177.48,50.0,87,20,24.61,few clouds
229,Chimoio,MZ,-19.12,33.48,62.6,100,75,10.29,broken clouds
230,Amga,RU,60.9,131.96,62.17,32,0,7.09,clear sky
231,Nuuk,GL,64.18,-51.72,46.4,61,1,2.84,clear sky
232,Margate,GB,51.38,1.39,70.0,67,0,8.01,clear sky
233,Lensk,RU,60.73,114.93,64.51,73,63,4.16,broken clouds
234,Nemuro,JP,43.32,145.57,66.2,68,75,4.7,broken clouds
235,Rennes,FR,48.17,-1.67,70.0,68,90,13.87,overcast clouds
236,Malokaterynivka,UA,47.65,35.25,82.0,53,7,4.47,clear sky
237,Chumikan,RU,54.72,135.31,67.14,45,0,6.44,clear sky
238,Kombissiri,BF,12.07,-1.34,77.0,94,79,4.7,broken clouds
239,Requena,ES,39.49,-1.1,84.99,47,0,3.87,clear sky
240,Sao Lourenco Do Oeste,BR,-26.36,-52.85,31.01,99,7,7.4,clear sky
241,Hambantota,LK,6.12,81.12,91.4,70,40,11.41,scattered clouds
242,Kununurra,AU,-15.77,128.73,100.4,12,3,4.7,clear sky
243,Norrtalje,SE,59.76,18.7,73.0,82,0,5.99,clear sky
244,Banyo,CM,6.75,11.82,65.08,96,100,1.36,light rain
245,Sinnamary,GF,5.38,-52.95,76.82,87,69,10.51,broken clouds
246,Vila Franca Do Campo,PT,37.72,-25.43,71.6,94,40,5.82,scattered clouds
247,Faanui,PF,-16.48,-151.75,77.79,81,10,24.76,light rain
248,Aklavik,CA,68.22,-135.01,50.0,93,75,2.24,broken clouds
249,Kutum,SD,14.2,24.67,77.25,57,84,2.08,broken clouds
250,Salalah,OM,17.02,54.09,80.6,88,90,8.05,overcast clouds
251,Barreiras,BR,-12.15,-44.99,63.12,46,0,2.21,clear sky
252,Nanakuli,US,21.39,-158.15,80.01,65,1,4.7,clear sky
253,Steamboat Springs,US,40.48,-106.83,59.0,66,1,3.96,clear sky
254,Wanning,CN,18.8,110.4,86.47,69,100,6.51,light rain
255,Ballina,AU,-28.87,153.57,66.2,34,40,10.29,scattered clouds
256,Georgetown,MY,5.41,100.34,87.8,70,20,8.05,few clouds
257,Thinadhoo,MV,0.53,72.93,83.44,73,23,8.39,few clouds
258,Isangel,VU,-19.55,169.27,73.24,78,2,4.56,clear sky
259,Bouloupari,NC,-21.87,166.05,69.8,77,23,2.24,few clouds
260,Ugoofaaru,MV,5.67,73.0,83.43,67,100,4.63,overcast clouds
261,Flinders,AU,-34.58,150.86,59.0,55,88,5.99,overcast clouds
262,Nusaybin,TR,37.08,41.22,95.0,26,0,9.17,clear sky
263,Panzhihua,CN,26.59,101.71,84.99,50,9,2.35,clear sky
264,Jaguaribe,BR,-5.89,-38.62,69.78,92,17,0.96,few clouds
265,Tautira,PF,-17.73,-149.15,75.2,83,75,6.93,shower rain
266,Verkh-Usugli,RU,52.7,115.17,73.06,60,64,4.05,broken clouds
267,Nosy Varika,MG,-20.58,48.53,75.94,62,0,5.61,clear sky
268,Banswada,IN,18.38,77.88,73.54,92,100,14.9,moderate rain
269,San Vicente,AR,-26.62,-54.13,32.59,94,0,4.92,clear sky
270,Manokwari,ID,-0.87,134.08,84.07,68,0,5.48,clear sky
271,Te Anau,NZ,-45.42,167.72,43.63,89,92,0.96,overcast clouds
272,Pevek,RU,69.7,170.31,38.05,81,100,11.12,overcast clouds
273,Saskylakh,RU,71.92,114.08,47.7,59,90,7.43,overcast clouds
274,Kalia,BD,23.04,89.63,86.83,74,99,17.63,moderate rain
275,Valdemarpils,LV,57.37,22.59,73.4,73,0,1.12,light rain
276,Pisco,PE,-13.7,-76.22,59.0,87,90,3.36,overcast clouds
277,Kahramanmaras,TR,38.0,37.0,87.8,45,0,20.8,clear sky
278,Namatanai,PG,-3.67,152.43,81.1,82,33,10.33,light rain
279,Bathsheba,BB,13.22,-59.52,80.6,88,40,8.05,shower rain
280,Fort Morgan,US,40.25,-103.8,71.6,49,1,11.41,clear sky
281,Umtata,ZA,-31.59,28.78,59.0,38,20,3.36,few clouds
282,Price,US,39.6,-110.81,71.6,30,1,5.82,clear sky
283,Hofn,IS,64.25,-15.21,51.8,43,90,14.99,overcast clouds
284,Altar,MX,30.7,-111.82,84.0,60,96,1.99,light rain
285,Teguldet,RU,57.31,88.17,69.82,52,100,6.46,overcast clouds
286,Aksehir,TR,38.36,31.42,71.55,42,0,8.21,clear sky
287,Tucumcari,US,35.17,-103.72,74.71,46,100,4.74,overcast clouds
288,Thio,NC,-21.62,166.22,69.8,77,7,2.24,clear sky
289,Maua,BR,-23.67,-46.46,52.0,93,90,8.05,mist
290,Ushtobe,KZ,45.25,77.98,84.29,16,100,14.58,overcast clouds
291,Havoysund,NO,71.0,24.66,51.8,81,75,5.82,broken clouds
292,Adrar,MR,20.5,-10.07,85.66,49,23,14.27,few clouds
293,Codrington,AU,-38.27,141.97,44.78,76,15,17.31,light rain
294,Kamenka,RU,51.32,42.77,71.01,41,0,5.01,clear sky
295,Chatellerault,FR,46.8,0.53,70.0,88,99,5.82,overcast clouds
296,Kushima,JP,31.46,131.23,89.6,75,75,6.93,broken clouds
297,Valdivia,CL,-39.81,-73.25,32.0,93,75,2.24,mist
298,Jutai,BR,-5.18,-68.9,75.69,78,10,0.51,clear sky
299,Batie,BF,9.88,-2.92,73.89,90,100,8.95,overcast clouds
300,Agadir,MA,30.42,-9.6,66.2,100,90,2.75,fog
301,Gdov,RU,58.74,27.81,68.22,62,98,5.5,overcast clouds
302,Okha,RU,53.57,142.95,58.28,66,1,16.58,clear sky
303,Airai,TL,-8.93,125.41,72.01,50,0,3.65,clear sky
304,Santa Cruz Cabralia,BR,-16.28,-39.02,68.0,94,40,3.36,scattered clouds
305,Balaipungut,ID,1.05,101.28,91.4,55,75,6.93,broken clouds
306,Springbok,ZA,-29.66,17.89,60.8,25,0,19.46,clear sky
307,Gat,IL,31.61,34.76,84.0,56,0,3.0,clear sky
308,Luanda,AO,-8.84,13.23,75.2,73,20,9.17,few clouds
309,Santa Rita,BR,-7.11,-34.98,73.4,100,75,5.82,light rain
310,Walvis Bay,NA,-22.96,14.51,73.4,7,0,2.24,clear sky
311,Bac Lieu,VN,9.29,105.72,87.31,69,74,12.21,light rain
312,Kodiak,US,57.79,-152.41,64.4,63,1,10.29,clear sky
313,Ler,SS,8.3,30.14,78.75,85,92,2.91,light rain
314,Sembe,CG,1.65,14.58,75.0,84,100,4.7,overcast clouds
315,Miyang,CN,24.4,103.44,79.27,66,48,5.82,light rain
316,Gewane,ET,10.17,40.65,91.27,39,32,15.97,scattered clouds
317,Beira,MZ,-19.84,34.84,75.2,73,90,13.87,overcast clouds
318,Tanete,ID,-3.94,119.78,88.39,45,3,10.8,clear sky
319,Plouzane,FR,48.38,-4.62,66.2,88,90,25.28,overcast clouds
320,Liwale,TZ,-9.77,37.93,74.26,55,96,5.68,overcast clouds
321,Iwaki,JP,37.05,140.88,90.0,71,0,3.0,light rain
322,Brae,GB,60.4,-1.35,59.0,93,75,16.11,broken clouds
323,Puerto Baquerizo Moreno,EC,-0.9,-89.6,64.87,85,23,12.68,few clouds
324,Xining,CN,36.62,101.77,81.09,35,64,10.0,broken clouds
325,Kasba,IN,25.85,87.55,86.29,72,68,16.33,broken clouds
326,Vershino-Shakhtaminskiy,RU,51.3,117.89,70.43,68,100,8.25,light rain
327,Owensboro,US,37.77,-87.11,71.6,78,40,3.36,scattered clouds
328,Pangnirtung,CA,66.15,-65.71,49.87,71,70,3.09,broken clouds
329,Wawina,HN,15.42,-84.43,74.35,95,58,2.75,light rain
330,Carnarvon,AU,-24.87,113.63,71.6,68,100,13.87,overcast clouds
331,Port Hedland,AU,-20.32,118.57,86.0,20,0,12.75,clear sky
332,Keller,US,32.93,-97.25,75.99,64,1,6.93,clear sky
333,Inhambane,MZ,-23.86,35.38,73.4,56,40,2.24,scattered clouds
334,Igrim,RU,63.19,64.42,63.61,79,97,7.05,light rain
335,Cabinda,AO,-5.55,12.2,77.0,78,75,3.36,broken clouds
